text,category,set,category_id,id
How do I link a new card to an existing one?,card_linking,train,1,246
How do I link a new payment card?,card_linking,train,1,247
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,train,1,248
"Card has been received, how will it show up on the app?",card_linking,train,1,249
Can I re-link a lost card with the app?,card_linking,train,1,250
What do I do to link my new card?,card_linking,train,1,251
Is it possible to link a new card?,card_linking,train,1,252
I deactivated my card but would like to reactivate it.,card_linking,train,1,253
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,train,1,254
can I link a card of yours I already have?,card_linking,train,1,255
Can I put my found card back into the app on my phone?,card_linking,train,1,256
"My card arrived but I need to make it work in the app, how do I do that?",card_linking,train,1,257
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,train,1,258
I found my card again. Can I put it back into the app?,card_linking,train,1,259
I need some help linking my new card.,card_linking,train,1,260
help me link my card,card_linking,train,1,261
How do I link my card in the app.,card_linking,train,1,262
How do I get my card into the app?,card_linking,train,1,263
I found my card! Can I link it back into the app?,card_linking,train,1,264
How do I reactivate my card?,card_linking,train,1,265
Where do I go to get my new card linked?,card_linking,train,1,266
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,train,1,267
How do I link the new card that I just got from you guys?,card_linking,train,1,268
How can I add a new card?,card_linking,train,1,269
Can you tell me how to get my card on the app?,card_linking,train,1,270
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking,train,1,271
How do I make my card appear on the app?,card_linking,train,1,272
How do I link the new card?,card_linking,train,1,273
Where in the app do I link a new card?,card_linking,train,1,274
How do I add my card to the app once I get it?,card_linking,train,1,275
Can I link your physical card,card_linking,train,1,276
How do I activate and link my new card?,card_linking,train,1,277
"I got a card, how do I get it in the app?",card_linking,train,1,278
I received my new card.  Where is it in the app?,card_linking,train,1,279
"I found my card, how can I use it again?",card_linking,train,1,280
"I just received a new card, where do I go to link it to my account?",card_linking,train,1,281
"found card, how to put it back in app",card_linking,train,1,282
How do I see my card in the app?,card_linking,train,1,283
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,train,1,284
I don't see my card anywhere in the app.,card_linking,train,1,285
"I received my card, how do I get it to work in the app?",card_linking,train,1,286
What do I do if I already had a card with you guys?,card_linking,train,1,287
if i found a lost card can i put it back in app,card_linking,train,1,288
I have a card that was deactivated can I reactivate it?,card_linking,train,1,289
"My new card isn't in my app, how do I get it in there?",card_linking,train,1,290
Help me access the card I already got so I can information from it.,card_linking,train,1,291
What is my money worth in other countries?,exchange_rate,train,2,292
Will my money be of equal value when I travel abroad?,exchange_rate,train,2,293
Do you know the rate of exchange?,exchange_rate,train,2,294
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,train,2,295
What is the exchange looking like?,exchange_rate,train,2,296
How is the exchange rate doing?,exchange_rate,train,2,297
I would like to know how exchange rates are calculated when transferring funds.,exchange_rate,train,2,298
I would like to know what exchange rates you use?,exchange_rate,train,2,299
"If I need to cash foreign transfers, how does that work?",exchange_rate,train,2,300
Do you know what your exchange rates are?,exchange_rate,train,2,301
How do I know what exchange rate I will get?,exchange_rate,train,2,302
What are you exchange rates?,exchange_rate,train,2,303
Do you have the best exchange rate?,exchange_rate,train,2,304
Where can I find your exchange rates?,exchange_rate,train,2,305
Your exchange rates come from where?,exchange_rate,train,2,306
I need to know what your exchange rates are.,exchange_rate,train,2,307
What's the process for exchanges?,exchange_rate,train,2,308
What do you think of the exchange rate?,exchange_rate,train,2,309
How are exchange rates calculated at this bank?,exchange_rate,train,2,310
What do you use to figure out the exchange rate for the card?,exchange_rate,train,2,311
What's the foreign exchange rate I will receive?,exchange_rate,train,2,312
I need to know what foreign exchange rate I can get.,exchange_rate,train,2,313
What are the current exchange rates?,exchange_rate,train,2,314
What exchange rate will I receive?,exchange_rate,train,2,315
What is the basis of your exchange rates?,exchange_rate,train,2,316
How's the exchange rate?,exchange_rate,train,2,317
How do you determine your exchange rates?,exchange_rate,train,2,318
How do the foreign exchange rates work?,exchange_rate,train,2,319
Where are you getting your exchange rates from?,exchange_rate,train,2,320
How is the exchange rate calculated?,exchange_rate,train,2,321
I'm interested in what your exchange rates are based on.,exchange_rate,train,2,322
How do you decide what the exchange rates are?,exchange_rate,train,2,323
What is the current exchange rate?,exchange_rate,train,2,324
What is the formula for your exchange rate?,exchange_rate,train,2,325
What method do you use for the exchange rate?,exchange_rate,train,2,326
What are Interbanks current exchange rates?,exchange_rate,train,2,327
from where are coming your exchange rates?,exchange_rate,train,2,328
How do you calculate exchange rates?,exchange_rate,train,2,329
Why is your exchange rate different on different days?,exchange_rate,train,2,330
Where can I find the exchange rate for my transfer?,exchange_rate,train,2,331
Where can I get your exchange rates from?,exchange_rate,train,2,332
How do you find the exchange rate?,exchange_rate,train,2,333
How are exchange rates determined?,exchange_rate,train,2,334
What value can I get for my currency?,exchange_rate,train,2,335
Please explain your exchange rate policy.,exchange_rate,train,2,336
What are your exchange rates calculated from?,exchange_rate,train,2,337
What is an exchange rate?,exchange_rate,train,2,338
What is your opinion on the exchange rate?,exchange_rate,train,2,339
What are the exchange rates you assign?,exchange_rate,train,2,340
How do you determine exchange rates?,exchange_rate,train,2,341
How are your exchange rates calculated?,exchange_rate,train,2,342
How is an exchange rate calculated?,exchange_rate,train,2,343
"When exchanging, how much are the rates?",exchange_rate,train,2,344
What is the exchange rate for EUR?,exchange_rate,train,2,345
How can I find your exchange rates?,exchange_rate,train,2,346
Could you please tell me your exchange rates?,exchange_rate,train,2,347
Is there an exchange rate?,exchange_rate,train,2,348
How does the exchange rate work?,exchange_rate,train,2,349
What is the present state of the exchange rate?,exchange_rate,train,2,350
How are foreign exchange rates determined?,exchange_rate,train,2,351
How's the exchange rate looking right now?,exchange_rate,train,2,352
Please explain the exchange rates.,exchange_rate,train,2,353
What is the foreign exchange rate you will apply?,exchange_rate,train,2,354
explain the interbank exchange rate,exchange_rate,train,2,355
What will my exchange rate be?,exchange_rate,train,2,356
how do you get exchange rates,exchange_rate,train,2,357
What exchange rates do you use?,exchange_rate,train,2,358
How will I know what the exchange rate is?,exchange_rate,train,2,359
What factors effect the exchange rate?,exchange_rate,train,2,360
Where does the exchange rate stand right now?,exchange_rate,train,2,361
I'd like to know what the foreign exchange rate will be.,exchange_rate,train,2,362
Does the exchange rate change?,exchange_rate,train,2,363
How do your exchange rates factor in?,exchange_rate,train,2,364
Will I know which exchange rate I will get?,exchange_rate,train,2,365
How do I know what the exchange rate will be when I make an exchange.,exchange_rate,train,2,366
Is the exchange rate the same on weekends as the weekdays?,exchange_rate,train,2,367
How do you do exchanges?,exchange_rate,train,2,368
On what do you base your exchange rates?,exchange_rate,train,2,369
How do you come up with your exchange rate,exchange_rate,train,2,370
What factors determine your exchange rate?,exchange_rate,train,2,371
How are the exchange rates determined?,exchange_rate,train,2,372
I would like to know what your exchange rates are.,exchange_rate,train,2,373
Is the exchange rate current?,exchange_rate,train,2,374
What are the exchange rates?,exchange_rate,train,2,375
How much are the rates of exchange?,exchange_rate,train,2,376
How do you decide what your exchange rates are?,exchange_rate,train,2,377
Your exchange rates are coming from where?,exchange_rate,train,2,378
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,exchange_rate,train,2,379
How are the exchange rates for transfers calculated?,exchange_rate,train,2,380
How do I know how much money I will have when I travel abroad?,exchange_rate,train,2,381
How do you do currency exchanges?,exchange_rate,train,2,382
Can you explain your exchange rates basis?,exchange_rate,train,2,383
How did you guys get your exchange rate?,exchange_rate,train,2,384
Can you tell me your exchange rates?,exchange_rate,train,2,385
Could you tell me what your exchange rates are?,exchange_rate,train,2,386
Does this app have the same exchange rate as third parties?,exchange_rate,train,2,387
what are your exchange rates at?,exchange_rate,train,2,388
How is the current exchange rate?,exchange_rate,train,2,389
What is the system for determining the exchange rate?,exchange_rate,train,2,390
I am travelling and I was wondering what your exchange rates are,exchange_rate,train,2,391
How can I tell what foreign exchange rate I will get?,exchange_rate,train,2,392
Tell me your opinion on the exchange rate.,exchange_rate,train,2,393
I'd like to know what you guys look at to decide an exchange rate,exchange_rate,train,2,394
How does the exchange rate work on this app?,exchange_rate,train,2,395
where do you find your exchange rates?,exchange_rate,train,2,396
I want to know your exchange rates.,exchange_rate,train,2,397
What exchange rate is it?,exchange_rate,train,2,398
What is the source of your exchange rates?,exchange_rate,train,2,399
i need to know about exchange rates,exchange_rate,train,2,400
Where do you get those exchange rates?,exchange_rate,train,2,401
How do you determine the exchange rate?,exchange_rate,train,2,402
What foreign exchange rate will I get?,exchange_rate,train,2,403
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",card_payment_wrong_exchange_rate,train,3,404
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate,train,3,405
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate,train,3,406
The exchange rate I was charged for a purchase was not right.,card_payment_wrong_exchange_rate,train,3,407
Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate,train,3,408
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,card_payment_wrong_exchange_rate,train,3,409
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate,train,3,410
my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate,train,3,411
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate,train,3,412
I was charged the wing amount for an item.,card_payment_wrong_exchange_rate,train,3,413
the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate,train,3,414
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,card_payment_wrong_exchange_rate,train,3,415
An incorrect exchange rate was applied to an item I bought.,card_payment_wrong_exchange_rate,train,3,416
The exchange rate was incorrect for an item I bought.,card_payment_wrong_exchange_rate,train,3,417
The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate,train,3,418
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate,train,3,419
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate,train,3,420
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate,train,3,421
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,train,3,422
The exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate,train,3,423
My exchange rate isn't correct.,card_payment_wrong_exchange_rate,train,3,424
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate,train,3,425
My exchange rate was wrong for an Item I bought!,card_payment_wrong_exchange_rate,train,3,426
I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate,train,3,427
The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate,train,3,428
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,train,3,429
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate,train,3,430
The item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate,train,3,431
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,card_payment_wrong_exchange_rate,train,3,432
I bought something in another country but the exchange rate is wrong,card_payment_wrong_exchange_rate,train,3,433
I bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate,train,3,434
Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate,train,3,435
the exchange rate at which my card payment is at is wrong,card_payment_wrong_exchange_rate,train,3,436
There was a problem with the exchange rate on a purchase.,card_payment_wrong_exchange_rate,train,3,437
"I recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,train,3,438
What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,train,3,439
Why is my exchange rate wrong?,card_payment_wrong_exchange_rate,train,3,440
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,card_payment_wrong_exchange_rate,train,3,441
I used foreign currency to buy something and I think the rate applied is incorrect.,card_payment_wrong_exchange_rate,train,3,442
This exchange rate on my purchase is wrong.,card_payment_wrong_exchange_rate,train,3,443
Why is your exchange rate so bad?,card_payment_wrong_exchange_rate,train,3,444
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate,train,3,445
"I purchased something abroad, and the exchange rate that was applied was wrong.",card_payment_wrong_exchange_rate,train,3,446
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate,train,3,447
I think there has been a mistake on my exchange rate for this purchase.,card_payment_wrong_exchange_rate,train,3,448
You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,train,3,449
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate,train,3,450
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate,train,3,451
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate,train,3,452
I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate,train,3,453
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,card_payment_wrong_exchange_rate,train,3,454
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,card_payment_wrong_exchange_rate,train,3,455
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate,train,3,456
My currency rate is inaccurate.,card_payment_wrong_exchange_rate,train,3,457
The currency exchange rate was wrong for a purchase I made.,card_payment_wrong_exchange_rate,train,3,458
I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,train,3,459
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate,train,3,460
